,0,type,content,3,4,5,6,7,8,9,10,11,12,13
704,3731.json,1,border patrol <num> agent twice mani <num>,immigration,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech in El Paso
705,8103.json,0,fact red light camera chang driver behavior cut danger type accid .,public-safety,rick-kriseman,State Representative,Florida,democrat,0,2,1,1,0,a Tampa Bay Times questionnaire
706,1439.json,0,"( rick perri ) watch governor , six million texan health care coverag , includ one million children , homeown suffer highest insur rate countri , colleg tuition skyrocket <num> percent .","children,economy,education,health-care",democratic-national-committee,,,none,8,2,10,8,0,a press release
707,5779.json,0,georgia hope scholarship still richest scholarship program america .,education,michael-adams,President of the University of Georgia,,none,0,0,1,0,0,a newspaper article
708,10567.json,0,abort account <num> percent servic provid pregnant women plan parenthood .,"abortion,health-care,human-rights,religion,women",thomas-tobin,Bishop of the Diocese of Providence,,none,0,2,0,0,0,a newspaper column
709,10111.json,0,"( charli crist ) governor , util cost went <num> percent went nation averag nation averag . sinc got elect , util rate come <num> percent averag .","debates,energy,message-machine-2014",rick-scott,Governor,Florida,republican,28,23,38,34,7,a debate
710,11256.json,1,"berni sander opposesth trans-pacif partnership , hillari clinton supportsit .",trade,viral-image,,,none,5,5,0,3,15,a viral Internet chart
711,10543.json,0,support right work legisl <num>,"corporations,economy,labor,small-business,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a statement
712,7904.json,0,say success econom agenda support fact went unemploy <num> percent decid run governor four year ago two point lower .,"economy,job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a television interview
713,4709.json,0,"patient protect afford care act , democrat cut $ <num> billion medicar . also put place independ payment advisori board , <num> unelect bureaucrat , make decis health care senior american .","health-care,medicare",allen-west,"U.S. representative, Florida District 22",Florida,republican,6,9,3,1,4,a Fox News interview
714,8854.json,0,trail everi state midwest term job creation sinc <date>,"state-budget,state-finances,states,taxes",mary-burke,Madison school board member,Wisconsin,democrat,5,5,11,8,3,an interview
715,4116.json,0,potus economist : stimulus cost $ <num> per job .,stimulus,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a tweet on Twitter
716,5131.json,1,educ tax burden shelbi counti -- tennesse -- one lowest countri .,"education,taxes",kriner-cash,"Superintendent, Memphis City Schools",,none,0,0,0,1,0,a presentation to Shelby County's schools merger Transition Planning Commission
717,11861.json,0,"say donald trump convers pro-lif belief akin justin bieber , said past abort big deal .",abortion,sarah-palin,,Alaska,republican,9,19,9,6,6,an interview on CNN
718,9435.json,1,"time left state depart , econom growth opium product afghanistan , infant mortal declin school enrol rose sevenfold .","drugs,economy,education,foreign-policy,health-care,public-health,women",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"her book, ""Hard Choices"""
719,12805.json,1,product worker world .,"economy,workers",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a speech at the Democratic National Convention
720,9801.json,1,"state treasur , rhode island busi help creat <num> job .","candidates-biography,economy,job-accomplishments,jobs,message-machine-2014",gina-raimondo,venture capital company founder,Rhode Island,democrat,2,1,2,5,1,a campaign ad
721,2195.json,0,say bill white profit aftermath hurrican rita .,"ethics,infrastructure,transparency",rick-perry,Governor,Texas,republican,30,30,42,23,18,a Perry website
722,11370.json,1,"alabama crimson tide underdog saturday game georgia bulldog , first time <num> consecut game alabama favor oddsmak win .","gambling,sports",espn,news,Georgia,none,0,0,0,1,0,in an article
723,9771.json,0,say rick scott took $ <num> campaign contribut compani profit pollut .,"climate-change,energy,environment,message-machine-2014",nextgen-climate,,,organization,0,0,3,0,0,TV ad
724,3676.json,1,"lawsuit privat citizen , florida judg announc decis go base islam law .","florida,legal-issues,religion",adam-hasner,,Florida,republican,2,1,4,4,0,a speech before conservative activists
725,4615.json,0,"say democrat rais tax <num> time past <num> year , make new jersey increas unafford chase job neighbor state .","economy,jobs,taxes",tom-kean-jr,New Jersey Senate Minority Leader,,republican,0,2,1,0,0,a news release
726,7742.json,0,metro whether could use bond money restor .,taxes,metro,,,none,0,0,0,0,0,voters pamphlet
727,2394.json,0,roy barn like barack obama theyr lot apolog .,message-machine,republican-governors-association,,"Washington, D.C.",republican,5,1,6,4,2,a TV commercial
728,817.json,0,barack obama think terrorist need good talk .,terrorism,republican-national-committee-republican,,,republican,6,6,11,5,2,a direct mail piece
729,13051.json,0,"german , french , countri oppos us ( iraq ) war , believ ( saddam hussein ) weapon mass destruct .",iraq,paul-wolfowitz,visiting scholar at the American Enterprise Institute,New York,none,1,0,0,0,0,"an interview on NBC's ""Meet the Press"""
730,11345.json,0,pope donald trump tammi baldwin agre elimin carried-interest tax break .,"financial-regulation,income,religion,taxes",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5,5,7,4,0,an interview
731,7387.json,0,agricultur alway requir signific workforc abroad .,"agriculture,history,immigration,workers",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a blog post on RedState.com
732,4400.json,0,say jon huntsman support chang medicar would deni guarante benefit <num> new hampshir resid .,"medicare,new-hampshire-2012",new-hampshire-democratic-party,,New Hampshire,democrat,4,0,3,3,0,a statement on the state Democratic website.
733,3541.json,0,"across unit state , <num> percent vote age african american photo id bill would requir .",elections,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,0,1,2,3,0,
734,12187.json,0,say rick scott strip women access public health care .,abortion,rick-scotts-starbucks-heckler,"Activist, stay-at-home mom",Florida,activist,0,0,2,0,0,a confrontation with Rick Scott at Starbucks
735,7340.json,1,"major american agre ban assault weapon . way , ronald reagan .",guns,barack-obama,President,Illinois,democrat,70,71,160,163,9,in a speech
736,10355.json,1,"<num> percent young georgian colleg certif degre , soon <num> percent job requir colleg credenti .","education,jobs",hank-huckaby,University System chancellor,Georgia,none,0,0,0,0,0,civic club speech
737,10467.json,0,texa lowest crime rate state sinc <num> chang law regard nonviol drug offend .,"crime,criminal-justice,drugs",rick-perry,Governor,Texas,republican,30,30,42,23,18,valedictory speech as governor to the Texas Legislature
738,8089.json,0,say hjm <num> bill assign hous committe .,government-efficiency,oregon-catalyst,,,organization,0,1,0,0,0,a blog post.
739,12526.json,1,"say tri hide marijuana hemp field , becom worthless . thc goe away .","drugs,government-regulation,marijuana,market-regulation,science",larry-yarborough,N.C. Representative,North Carolina,republican,0,0,0,1,0,a meeting in the legislature about hemp regulations
740,10898.json,0,texa senat approv bill put special label insur card anyon bought plan obamacar includ letter subsidi .,health-care,al-sharpton,,New York,democrat,2,1,1,1,0,"a broadcast of MSNBC's ""PoliticsNation"""
741,7541.json,0,"said year took offic , state lost <num> private-sector job , label corzin job loss <num>",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a keynote speech to a commercial real estate group
742,7136.json,0,say state requir pick <num> percent cost k- <num> educ .,"education,state-budget",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a speech.
743,6325.json,0,there loophol sell gun without background check <num> percent gun sold way gun show internet .,"criminal-justice,guns",michael-bloomberg,,New York,independent,0,2,2,3,0,"an interview on ""Face the Nation"""
744,12855.json,1,illinoi suffer <num> overdos death <num> ... <num> percent associ heroin . illinoi rank number one nation declin treatment capac <num> <num> rank third worst countri state-fund treatment capac .,drugs,richard-durbin,Senator,Illinois,democrat,0,2,1,0,1,a press release 
745,10512.json,0,minimum wage risen $ <num> last two year . that <num> percent .,"economy,families,government-regulation,income,poverty,small-business,workers",leonidas-raptakis,State Senator,Rhode Island,democrat,0,1,1,0,0,testimony before the House Committee on Labor
746,12336.json,1,coloradocar would higher revenu mcdonald .,"elections,health-care",colorado-health-institute,,,none,0,0,0,1,0,an analysis report 
747,11726.json,0,"everywher citizen carri gun , crime less . there studi show state open carri conceal carri , particular open carri , crime <num> percent .","crime,guns",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,"an interview on NBC's ""Meet the Press"""
748,3904.json,0,weve seen <num> job creat american auto industri sinc gm chrysler emerg bankruptci .,"economy,jobs",brian-deese,deputy director of the White House National Economic Council,,democrat,0,0,1,0,0,a telephone news conference
749,6774.json,1,"bill nelson vote confirm sonia sotomayor , sign suprem court opinion say american individu right firearm .","guns,supreme-court",national-rifle-association,,,none,3,5,1,5,3,an anti-Nelson mailer
750,1324.json,0,"stupak amend doesnt say cant use feder insur subsidi pay abort , say , your get feder subsidi kind , your allow buy insur plan cover abort even money .","abortion,health-care,pundits",rachel-maddow,MSNBC host,,none,6,6,4,6,1,her show on MSNBC
751,6813.json,0,say presid barack obama alreadi pass obamacar tax . dozen hit middle-incom taxpay .,"health-care,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,"an interview on ""Fox News Sunday"""
752,9737.json,0,music industri biggest export africa oil gas .,"ebola,economy,foreign-policy,pop-culture",dbanj,Musician,,none,0,1,0,0,0,"comments on ABC's ""This Week"""
753,6366.json,0,presid health care law raid medicar $ <num> billion creat medicar ration board group <num> unelect bureaucrat slow growth medicar spend .,"health-care,medicare",scott-garrett,Congressman,New Jersey,republican,1,0,0,0,0,an op-ed on NorthJersey.com
754,9316.json,1,congress use earmark <num> year .,"congress,corrections-and-updates,federal-budget",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,a news conference
755,992.json,1,venezuela countri whose defens budget probabl <num> / <num> th unit state .,military,barack-obama,President,Illinois,democrat,70,71,160,163,9,a news conference.
756,699.json,0,senat obama think achiev energi independ without drill without nuclear power .,energy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,
757,9033.json,1,averag famili ( ) bring home $ <num> less five year ago .,"economy,families",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a Republican weekly address
758,5950.json,1,troubl asset relief program ( tarp ),financial-regulation,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,statements to the media
759,10041.json,0,"leticia van de putt oppos put nation guard troop border , would send million central american govern instead wrote law give in-stat tuition illeg immigr .",immigration,dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,a TV ad
760,5528.json,1,say four super pac republican side texa u.s. senat race .,campaign-finance,paul-sadler,Lawyer,Texas,democrat,1,0,1,2,1,a Travis County Democratic Party candidate forum
761,8414.json,0,"unfortun , sinc mr. foster mayor ... less peopl employ citi st. petersburg prior take offic .",jobs,rick-kriseman,State Representative,Florida,democrat,0,2,1,1,0,a Tampa Bay Times/mayoral debate
762,4189.json,0,say u.s. rep. ron kind stimulus cost taxpay $ <num> per job .,"jobs,stimulus,taxes",national-republican-congressional-committee,,,republican,18,9,8,5,8,a news release
763,9333.json,0,"read koran , talk dont take christian jew friend .",islam,sean-hannity,Radio/TV host,,none,3,5,3,2,1,"a segment on ""Hannity"""
764,9052.json,1,dan patrick call increas gas tax state sale tax .,"state-budget,state-finances,taxes",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,
765,12478.json,0,congressman joe heck ( vote ) <num> % time nanci pelosi democrat varieti import issu .,voting-record,sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,in a television ad
766,1405.json,0,"chile rank third intern econom freedom , u.s. rank <num> th .","economy,foreign-policy,pundits",glenn-beck,,,none,5,7,7,2,6,a video blog post
767,3235.json,0,"white hous budget propos , ad nation debt middl decad .","deficit,federal-budget",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press conference
768,1514.json,0,bill mccollum said tax cut n't work .,taxes,alex-sink,,Florida,democrat,1,2,2,4,0,a comment on her Facebook page.
769,6919.json,0,tax burden virginia famili lower tim kain georg allen .,"families,taxes",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,a news release.
770,9774.json,0,say charliecrist made easier duke take money .,"energy,florida",republican-party-florida,,,republican,10,6,6,6,4,a campaign commercial
771,5640.json,0,say barack obama black impost joke got stand ovat san angelo rodeo .,polls,chain-email,,,none,11,43,8,5,105,a chain email.
772,9444.json,0,alreadi wisconsin seen fewer peopl pursu educ career due act <num> collect bargain law .,"education,state-budget,state-finances,workers",mary-burke,Madison school board member,Wisconsin,democrat,5,5,11,8,3,an interview
773,12449.json,1,saysmaggi hassan state <num> day last three month .,"job-accomplishments,public-service",kelly-ayotte,U.S. Senator,New Hampshire,republican,2,1,1,4,0,a press release
774,4432.json,1,gov . kasich republican-domin legislatur foregon popular option close tax loophol amount $ <num> billion annual state .,"state-budget,state-finances,taxes",dan-ramos,State representative,Ohio,democrat,0,1,1,1,0,a newspaper column
775,5749.json,0,say texa elect fraud investig result <num> convict .,"crime,elections,legal-issues",greg-abbott,governor,Texas,republican,11,3,8,6,5,a press release
776,8192.json,0,miami-dad counti . <num> donor counti state .,"state-budget,taxes",rene-garcia,state senator,Florida,republican,1,0,0,0,0,a Florida Cabinet meeting
777,7886.json,1,"havent republican senat washington ... , think clifford case last republican senat .","congress,history",christine-whitman,"President, The Whitman Strategy Group",New Jersey,republican,0,0,0,2,0,an interview on The John Gambling radio show
778,9431.json,0,"judg recent vote , rep. debbi wasserman schultz think okay medic marijuana patient go feder prison .","crime,criminal-justice,drugs,marijuana",americans-safe-access,,Washington D.C.,organization,1,0,0,0,0,a TV ad
779,7721.json,0,feder prosecut lie background check buy gun <num> percent presid barack obama .,"guns,legal-issues",bob-goodlatte,U.S. Congressman,Virginia,republican,0,1,4,3,0,a TV appearance.
780,2616.json,0,havent yet taken negat ad .,"campaign-finance,elections,abc-news-week",christine-odonnell,Candidate for U.S. Senate,Delaware,republican,1,0,0,1,2,a debate
781,2122.json,0,jane norton support largest tax hike colorado histori .,"message-machine,state-budget,states,taxes",americans-job-security,,,none,0,0,3,0,0,an issue advocacy ad
782,1280.json,0,"florida , ive slash govern <num> percent . 's $ <num> billion .",state-budget,charlie-crist,,Florida,democrat,15,9,20,19,2,radio advertisement for U.S. Senate campaign
783,2477.json,0,past year ... <num> counti hemorrhag <num> job appar end sight .,"economy,stimulus",steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1,2,1,1,0,a press release.
784,6123.json,0,"sinc presid barack obama took offic , <num> employe depart transport earn $ <num>","bush-administration,federal-budget,income,transportation",eric-hovde,,,republican,2,3,3,0,0,an interview
785,7814.json,1,"new jersey governor cut $ <num> billion public educ hand $ <num> billion corpor tax break , entir previous decad .","corporations,education,state-budget,state-finances",new-jersey-state-afl-cio,,New Jersey,organization,0,0,0,1,0,a Facebook page post
786,901.json,0,"even recent chang , averag hour wage general motor still $ <num> hour .",transportation,spencer-bachus,U.S. Representative,Alabama,republican,0,1,0,0,0,
787,6720.json,0,u.s. hous oppon paul ryan support cut fund veteran <num> percent .,"disability,federal-budget,health-care,housing,veterans",rob-zerban,,,democrat,0,1,0,0,1,an interview
788,4628.json,1,sinc <num> clean air act reduc toxic health-threaten air pollut <num> percent economi grown <num> percent .,environment,hank-johnson,U.S. Congressman,Georgia,democrat,3,0,4,3,0,a web post
789,11303.json,1,missouri # <num> nation hold tuition increas public univers .,"federal-budget,state-budget",jay-nixon,Governor,Missouri,democrat,2,0,0,1,0,a post on Twitter
790,2986.json,1,milwauke busi communiti speak fact -- support train manufactur talgo -- milwaukee-madison rail link kill .,"state-budget,transportation",talgo-inc,Spanish-owned manufacturer of trains,,none,0,0,0,0,0,a statement from the company
791,10783.json,1,u.s. repres vote keep militar polic receiv <num> percent campaign money defens industri repres vote stop .,"campaign-finance,corrections-and-updates,criminal-justice,federal-budget,military",representus,"Activist group focusing on campaign finance, corruption",Massachusetts,none,0,0,0,1,0,a meme on social media
792,13350.json,0,never done busi donald trump .,candidates-biography,patrick-murphy,,Florida,democrat,2,1,4,5,0,a TV interview on WFLA
793,258.json,1,sen. mccain say mistak vote bush tax cut ... say tax cut need made perman .,taxes,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a press release
794,1248.json,1,"reagan era , product increas , `` wage work peopl remain frozen . ''",economy,michael-moore,Documentary filmmaker,,none,2,5,1,6,0,"his movie ""Capitalism: A Love Story"""
795,10450.json,0,"look earn incom tax credit , <num> percent fraud rate . look $ <num> billion $ <num> billion .","taxes,welfare",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,a forum at the Freedom Partners 2015 California retreat
796,8758.json,0,unemploy insur kept <num> children poverti <num>,"children,poverty,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,a Facebook post
797,4442.json,0,<num> job creat texa gov . rick perri govern job .,"economy,jobs,state-budget,state-finances,states,workers",ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a Republican presidential debate in Tampa
798,7930.json,1,say <num> percent food stamp benefit paid proper amount peopl realli elig .,"agriculture,poverty",pete-gallego,Former legislator and U.S. House member,Texas,democrat,1,1,2,2,0,a U.S. House committee meeting.
799,12122.json,1,"day , ( cuban govern ) regim provid safe harbor terrorist fugit .","foreign-policy,terrorism",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a news conference
800,6678.json,1,"senat pass budget three year , good budget , bad budget , budget .",federal-budget,leonard-lance,,,republican,0,0,1,2,0,an interview on NJToday
801,9957.json,0,"congress includ <num> peopl accus spousal abus , <num> arrest drunk drive past year , <num> terribl creditand .","congress,crime,ethics",facebook-posts,Social media posting,,none,14,18,15,11,36,a Facebook meme
802,7111.json,0,say initi portland plastic bag ban repres modest share total single-us checkout bag use .,city-government,sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,a proposed ordinance.
803,9235.json,0,bundi ranch deal nevada sen. harri reid use feder violenc take peopl land state packag re-sel chines .,"china,environment,government-regulation",blog-posting,,,none,7,19,3,5,44,multiple blog and video posts
804,1243.json,0,'s evid anywher offshor drill hurt tourism area allow .,"energy,environment",barney-bishop,"president, Associated Industries of Florida",Florida,none,0,1,0,0,0,a press release
805,5693.json,0,say wisconsin women face pay discrimin cant someth bill pass republican .,"civil-rights,legal-issues,women,workers",kathleen-falk,,,democrat,1,3,3,1,0,a speech
806,2305.json,1,"new health care law , landscap want buy new lawnmow , restaur need new ice-mak , report fed .","health-care,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a speech at the City Club of Cleveland
807,2040.json,0,"say presid obama said congress pass econom stimulus bill , would unemploy <num> percent higher . went higher .","pundits,stimulus,abc-news-week",george-will,Columnist,Maryland,columnist,7,6,3,5,1,"ABC's ""This Week"""
808,9192.json,1,say charli crist implement jeb bush a+ plan .,education,progressive-choice,,,organization,1,0,0,0,0,a campaign mailer
809,11375.json,1,<num> peopl move texa everi day .,"corrections-and-updates,economy,population,states",glenn-hegar,Farmer,Texas,republican,0,1,1,1,0,"a speech in Georgetown, Texas"
810,9674.json,1,"estim , <num> percent <num> ( central american ) children cross border illeg year sent home .",immigration,jeb-bush,,Florida,republican,17,5,17,24,2,"an op-ed in the ""Wall Street Journal"""
811,3369.json,0,say citi portland one-tim $ <num> million surplus,government-efficiency,sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,his blog
812,8855.json,1,never gave custodi children . never lost custodi children .,"candidates-biography,corrections-and-updates,families,marriage",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a speech
813,1641.json,0,new england journal medicin releas survey week presid obama sign obamacar state <num> percent american physician would leav profess govern took health care .,health-care,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,"on CBS's ""Face the Nation"""
814,9080.json,1,buy lobster food stamp .,"government-regulation,state-budget",greg-morris,,,republican,0,0,0,0,0,an article
815,4233.json,1,cut percentag govern state countri past decad . michigan term econom growth ? cut result econom growth .,"deficit,economy,states",jennifer-granholm,Former governor of Michigan,Michigan,democrat,1,0,3,2,0,"an interview on NBC's ""Meet the Press"""
816,12952.json,0,obama administr gave iran $ <num> million ransom payment cash .,"foreign-policy,nuclear,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,remarks in Michigan
817,2135.json,0,"rememb one [ curt schill ] teammat said paint sock , bloodi sock .","baseball,economy,pop-culture",lincoln-chafee,,Rhode Island,democrat,3,5,3,4,0,in a comment on the John DePetro Show
818,7696.json,0,one dime get ad deficit social secur .,"deficit,disability,retirement,social-security",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1,2,2,3,0,an interview
819,11751.json,1,"unit state america , right , strongest , durabl economi world .",economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union address
820,2187.json,0,canada set asid <num> percent visa peopl skill think countri need . set asid <num> percent .,immigration,michael-bloomberg,,New York,independent,0,2,2,3,0,"an interview on ""Meet the Press."""
821,3196.json,0,feder health care law probabl biggest tax increas ever histori countri .,"health-care,taxes",rick-scott,Governor,Florida,republican,28,23,38,34,7,comments during a tour of a manufacturing plant.
822,6263.json,0,<num> fewer job today state <num>,jobs,ovide-lamontagne,Attorney,New Hampshire,republican,0,0,2,0,0,"a Republican gubernatorial debate at Franklin Pierce University in Rindge, N.H."
823,2774.json,0,toll road .,"state-budget,transportation",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview on toll roads as an option for state highways
824,6555.json,1,say republican support legisl earli vote in-person vote <num>,"elections,government-regulation,voting-record",teresa-fedor,State representative,Ohio,democrat,1,0,0,0,0,a news conference
825,8961.json,0,"chain cpi would save $ <num> trillion second decad feder budget debt , report show .","economy,federal-budget,medicare,social-security",david-brooks,,,none,0,0,2,0,0,"comments on NBC's ""Meet the Press"""
826,8011.json,1,say austin largest citi america without congression district anchor .,redistricting,elliott-naishtat,Attorney,Texas,democrat,0,0,1,0,0,a Texas House floor debate.
827,1290.json,0,presid must `` obtain congress ' consent formal accept nobel prize . '',"foreign-policy,legal-issues",ginny-brown-waite,Congresswoman,Florida,republican,2,0,2,0,0,a letter to President Obama
828,9151.json,1,"peopl enter servic , there mental health evalu .","health-care,military",michael-mccaul,congressman,Texas,republican,1,0,1,4,0,"comments on ""Fox News Sunday"""
829,11625.json,1,"road congest cost rush hour driver austin dalla $ <num> year . houston , even -- almost $ <num> year .",transportation,greg-abbott,governor,Texas,republican,11,3,8,6,5,op-ed in Austin American-Statesman
830,7426.json,0,there murder hammer last year ... shotgun pistol ak- <num> .,guns,bill-jackson,State Senator,Georgia,republican,0,0,0,0,1,a meeting
831,1462.json,1,use headlin portray gov . rick perri beholden special interest .,ethics,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,A TV advertisement
832,1777.json,1,"ms. kagan spent entir profession career harvard squar , hyde park d.c. beltway .","kagan-nomination,supreme-court",john-cornyn,Senator,Texas,republican,5,3,6,2,1,a press release
833,12982.json,0,campaign support campaign one born birther movement .,obama-birth-certificate,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,an interview on NBC's Meet the Press
834,6015.json,0,"voter fraud , republican candid need point two better win statewid elect wisconsin .","city-government,crime,elections",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,an interview
835,12520.json,1,nine million peopl lower-cost hiv/aid medicin work clinton foundat husband .,"foreign-policy,public-health",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview on CNN
836,8944.json,1,"chris christi help funnel $ <num> million feder hurrican sandi money senior center bellevill , n.j. , place suffer damag .","housing,weather",lawrence-odonnell,,,none,2,2,0,3,0,"a segment on MSNBC's ""The Last Word with Lawrence O'Donnell"""
837,6035.json,0,"massachusett gov . mitt romney initi rank last among state job growth , end governorship , middl pack .","economy,history,jobs,states",eric-fehrnstrom,Senior adviser to Mitt Romney's presidential campaign,Massachusetts,republican,0,0,1,0,0,"an interview on ABC's ""This Week with George Stephanopoulos"""
838,10309.json,1,"feder budget bill reauthor oversea privat invest corpor , provid taxpay dollar four season hotel build resort turkey .",federal-budget,michael-needham,"CEO, Heritage Action",,republican,1,0,0,1,0,"comments on ""Fox News Sunday"""
839,7336.json,0,say <num> million <num> million undocu immigr live unit state .,"immigration,population",texas-federation-republican-women,,,republican,1,0,0,0,0,an approved resolution.
840,7726.json,0,ohioan want end pay-to-play polit .,"crime,criminal-justice,ethics",ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,1,1,0,1,0,an email announcing his gubernatorial campaign kickoff
841,12768.json,1,industri nation doesnt guarante worker paid famili leav .,"families,jobs,women",kirsten-gillibrand,U.S. Senator,New York,democrat,0,0,1,3,0,a speech at the Democratic National Convention
842,12012.json,1,singl mother two cant qualifi basic healthcar medicaid make $ <num> dollar year .,health-care,chris-koster,Attorney general of Missouri,Missouri,democrat,0,0,2,3,0,a tweet
843,5710.json,0,general motor largest corpor world .,"corporations,economy",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a “Face the Nation” interview
844,376.json,0,"mailer obama campaign `` accur indic '' hillari clinton would `` forc uninsur peopl buy insur , even ca n't afford . ''",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Cleveland, Ohio"
845,4198.json,0,say ohio treasur josh mandel support allow unit state default oblig .,"deficit,federal-budget",ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,a news release
846,4901.json,0,say mitt romney belittl middle-class tax cut noth littl band-aid .,taxes,florida-democratic-party,,Florida,democrat,5,4,4,5,3,a news release
847,7806.json,0,referendum give peopl chanc decid cut milwauke counti board budget two-third,"county-budget,county-government",leah-vukmir,Member of state Assembly,Wisconsin,republican,0,2,0,1,0,a news release
848,12537.json,0,"even among second third generat muslim unit state , there real assimil .","diversity,immigration,religion",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with Fox News' Sean Hannity
849,3593.json,1,hacker broke virginia prescription-drug databas ( ) ... obtain <num> million patient record total near <num> million prescript .,drugs,rick-scott,Governor,Florida,republican,28,23,38,34,7,testimony before Congress.
850,9779.json,0,"say ted cruz bribe koch introduc bill would give alli america nation forest , park , public land open mine , drill , frack log .","campaign-finance,candidates-biography,crime,environment",occupy-democrats,,,organization,0,4,3,1,4,a Facebook photo post
851,8990.json,1,( russian ) rubl alreadi go .,"economy,foreign-policy",john-kerry,Secretary of State,Massachusetts,democrat,3,2,2,5,0,"comments on CBS' ""Face the Nation"""
852,3979.json,0,subsidi ethanol product .,"agriculture,environment,federal-budget",george-allen,consultant,Virginia,republican,2,8,3,4,1,a blog post.
853,10897.json,1,one five children live famili that food stamp .,"agriculture,children,federal-budget,hunger",rick-perry,Governor,Texas,republican,30,30,42,23,18,a speech in Iowa
854,4841.json,1,"say brought togeth busi , labor hospit give <num> oregon children health care .",health-care,eileen-brady,,,democrat,0,2,0,1,0,in a campaign ad
855,2570.json,0,"accord independ analysi , unfair trade deal result loss <num> job wisconsin ... ron johnson favor deal .","jobs,message-machine,trade",russ-feingold,,Wisconsin,democrat,2,4,7,5,1,campaign TV and radio ads
856,4068.json,1,ohio current rank <num> th state incom growth .,"economy,income",lisa-hamler-fugitt,Executive director of the Ohio Association of Second Harvest Foodbanks,Ohio,none,0,0,0,1,0,testimony before a House subcommittee
857,12301.json,1,knew strom thurmond propos amend block puerto rico use chapter <num> bankruptci protect .,"bankruptcy,corrections-and-updates",john-oliver,"Host, Last Week Tonight",,none,0,0,2,4,0,"a broadcast of HBO's ""Last Week Tonight"""
858,7236.json,0,"four year becam governor , increas state debt $ <num> billion . weve paid $ <num> billion .",debt,rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV interview
859,6571.json,0,"say said imposs balanc budget time , $ <num> billion deficit .","state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at the Republican National Convention in Tampa
860,2640.json,0,say bruce starr broke law let lobbyist wine dine maui .,"ethics,message-machine",chuck-riley,State representative,Oregon,democrat,0,1,0,0,0,a television ad
861,13512.json,0,latina enthusiast support donald trump stage las vega <date> <num> deport .,immigration,blog-posting,,,none,7,19,3,5,44,"social media posts, blogs"
